12/01/2009 12:55:45, 0, 0
12/01/2009 12:55:53, 15, 5
12/01/2009 12:55:54, 29, 9
12/01/2009 12:59:22, 54, 7
12/01/2009 12:59:23, 74, 10
12/01/2009 13:00:13, 45, 14
12/01/2009 13:00:15, 26, 8
12/01/2009 13:01:03, 66, 13
12/01/2009 13:01:04, 44, 6
12/01/2009 13:01:05, 74, 10
12/01/2009 13:01:07, 50, 7
12/01/2009 13:01:07, 64, 9
12/01/2009 13:01:09, 55, 13
12/01/2009 13:01:13, 64, 9
12/01/2009 13:01:15, 56, 8
12/01/2009 13:01:17, 65, 13
12/01/2009 13:01:19, 74, 10
12/01/2009 13:01:22, 51, 16
12/01/2009 13:01:23, 26, 8
12/01/2009 13:01:27, 54, 15
12/01/2009 13:01:34, 69, 9
12/01/2009 13:01:35, 59, 8
12/01/2009 13:01:37, 52, 17
12/01/2009 13:01:38, 26, 8
12/01/2009 13:01:43, 58, 8
12/01/2009 13:01:45, 73, 10
12/01/2009 13:01:47, 56, 11
12/01/2009 13:01:49, 73, 10
12/01/2009 13:02:33, 53, 7
12/01/2009 13:03:37, 45, 6
12/01/2009 13:03:39, 30, 4
12/01/2009 13:03:40, 44, 6
12/01/2009 13:03:41, 34, 4
12/01/2009 13:03:43, 47, 6
12/01/2009 13:03:45, 36, 5
12/01/2009 13:04:45, -17, 45
12/01/2009 13:04:45, 0, 0
