12/01/2009 11:44:55, 0, 0
12/01/2009 11:47:11, 1492, 212
12/01/2009 11:49:29, 680, 97
12/01/2009 11:51:38, 0, 0
12/01/2009 11:54:34, 682, 97
12/01/2009 11:54:41, 563, 80
12/01/2009 11:54:44, 681, 94
12/01/2009 11:54:51, 682, 96
12/01/2009 11:54:56, 1503, 213
12/01/2009 11:54:59, 684, 97
12/01/2009 11:55:06, 13, 14
12/01/2009 11:55:10, 681, 97
12/01/2009 11:55:23, 1496, 213
12/01/2009 11:55:32, 683, 97
12/01/2009 11:55:38, 0, 0
12/01/2009 11:56:14, 684, 96
12/01/2009 11:56:17, 563, 80
12/01/2009 11:56:23, 190, 27
12/01/2009 11:56:28, 319, 45
12/01/2009 11:56:34, 990, 141
12/01/2009 11:56:39, 1499, 0
