12/01/2009 11:28:32, 0, 0
12/01/2009 11:28:47, 52, 7
12/01/2009 11:28:58, 35, 4
12/01/2009 11:28:59, 0, 0
12/01/2009 11:29:07, 51, 7
12/01/2009 11:29:23, 35, 4
12/01/2009 11:29:24, 0, 0
12/01/2009 11:29:31, 50, 7
12/01/2009 11:29:46, 40, 5
12/01/2009 11:29:47, 0, 0
12/01/2009 11:29:54, 47, 6
12/01/2009 11:30:05, 39, 5
12/01/2009 11:30:06, 0, 0
12/01/2009 11:30:15, 35, 16
12/01/2009 11:30:16, 52, 7
12/01/2009 11:30:22, 41, 5
12/01/2009 11:30:23, 0, 0
12/01/2009 11:30:29, 56, 8
12/01/2009 11:30:40, 0, 0
12/01/2009 11:30:49, 28, 4
12/01/2009 11:30:50, 53, 7
12/01/2009 11:30:59, 34, 4
12/01/2009 11:31:00, 0, 0
12/01/2009 11:31:06, 57, 8
12/01/2009 11:31:16, 39, 5
12/01/2009 11:31:17, 0, 0
12/01/2009 11:31:24, 20, 30
12/01/2009 11:31:25, 52, 7
12/01/2009 11:31:34, 28, 4
12/01/2009 11:31:35, 0, 0
12/01/2009 11:31:40, 13, 25
12/01/2009 11:31:41, 53, 7
12/01/2009 11:31:52, 34, 4
12/01/2009 11:31:53, 0, 0
12/01/2009 11:32:08, 48, 6
12/01/2009 11:32:20, 28, 5
12/01/2009 11:32:21, 0, 0
12/01/2009 11:32:30, 2, 35
12/01/2009 11:32:31, 53, 7
12/01/2009 11:32:39, 45, 6
12/01/2009 11:32:40, 0, 0
12/01/2009 11:32:50, 37, 5
12/01/2009 11:32:51, 53, 7
12/01/2009 11:33:01, 0, 0
12/01/2009 11:33:08, 49, 7
12/01/2009 11:33:15, -8, 28
12/01/2009 11:33:16, 0, 0
12/01/2009 11:33:21, 40, 5
12/01/2009 11:33:22, 52, 7
12/01/2009 11:33:31, 43, 6
12/01/2009 11:33:32, 0, 0
12/01/2009 11:33:40, 55, 7
12/01/2009 11:33:48, 40, 5
12/01/2009 11:33:49, 0, 0
12/01/2009 11:33:58, 56, 8
12/01/2009 11:34:04, 8, 1
12/01/2009 11:34:05, 0, 0
12/01/2009 11:34:08, -24, 26
12/01/2009 11:34:09, 53, 7
12/01/2009 11:34:10, 45, 6
12/01/2009 11:34:11, 0, 0
12/01/2009 11:34:26, -32, 24
12/01/2009 11:34:27, 52, 7
12/01/2009 11:34:43, 0, 0
12/01/2009 11:34:58, 53, 7
12/01/2009 11:35:06, 34, 4
12/01/2009 11:35:07, 0, 0
12/01/2009 11:35:22, 47, 6
