12/01/2009 12:05:29, 0, 0
12/01/2009 12:06:04, 910, 126
12/01/2009 12:15:14, 247, 61
12/01/2009 12:15:18, 11, 16
12/01/2009 12:15:21, 913, 130
12/01/2009 12:16:21, 914, 130
12/01/2009 12:16:34, 1, 1
12/01/2009 12:16:41, 243, 60
12/01/2009 12:16:49, 223, 56
12/01/2009 12:17:14, 168, 41
12/01/2009 12:17:17, 914, 130
12/01/2009 12:17:31, 208, 48
12/01/2009 12:18:46, 155, 31
12/01/2009 12:18:52, 11, 2
12/01/2009 12:18:55, 914, 130
12/01/2009 12:19:49, 0, 1
12/01/2009 12:20:00, 481, 120
12/01/2009 12:20:08, 1, 1
12/01/2009 12:20:23, 481, 120
12/01/2009 12:20:30, 0, 1
12/01/2009 12:20:51, 482, 117
12/01/2009 12:20:57, 0, 1
12/01/2009 12:21:20, 481, 120
12/01/2009 12:21:28, 0, 1
12/01/2009 12:21:55, 481, 120
12/01/2009 12:22:03, 0, 1
12/01/2009 12:22:25, 482, 120
12/01/2009 12:22:32, 1, 1
12/01/2009 12:22:53, 481, 120
12/01/2009 12:23:00, 1, 1
12/01/2009 12:23:20, 481, 120
12/01/2009 12:23:27, 1, 1
12/01/2009 12:23:48, 481, 120
12/01/2009 12:23:55, 0, 1
12/01/2009 12:24:18, 481, 120
12/01/2009 12:24:24, 0, 1
12/01/2009 12:24:52, 481, 120
12/01/2009 12:25:01, 0, 1
12/01/2009 12:25:18, 481, 120
12/01/2009 12:25:25, 0, 1
12/01/2009 12:25:47, 481, 120
12/01/2009 12:25:54, 0, 1
12/01/2009 12:26:13, 481, 120
12/01/2009 12:26:21, 0, 1
12/01/2009 12:26:44, 482, 120
12/01/2009 12:26:48, 1, 1
12/01/2009 12:27:00, 482, 120
12/01/2009 12:27:04, 1, 1
12/01/2009 12:27:16, 484, 99
12/01/2009 12:27:20, 1, 1
12/01/2009 12:27:32, 482, 120
12/01/2009 12:27:35, 0, 1
12/01/2009 12:27:48, 482, 120
12/01/2009 12:27:53, 0, 0
