11:27:55,0,0,0,0,0,0
11:28:32,0,0,0,0,0,0
11:28:33,0,0,0,0,0,0
11:28:34,0,0,0,0,0,0
11:28:35,0,0,0,0,0,0
11:28:36,0,0,0,0,0,0
11:28:37,0,0,0,0,0,0
11:28:38,0,0,0,0,0,0
11:28:39,0,0,0,0,0,0
11:28:40,0,0,0,0,0,0
11:28:41,0,0,0,0,0,0
11:28:42,0,0,0,0,0,0
11:28:43,0,0,0,0,0,0
11:28:44,0,0,0,0,0,0
11:28:45,0,0,0,0,0,0
11:28:46,52,7,0,0,0,0
11:28:47,52,7,52,7,52,0
11:28:48,52,7,52,7,52,0
11:28:49,52,7,52,7,52,0
11:28:50,52,7,52,7,52,0
11:28:51,52,7,52,7,52,0
11:28:52,52,7,52,7,52,0
11:28:53,52,7,52,7,52,0
11:28:54,52,7,52,7,52,0
11:28:55,52,7,52,7,52,0
11:28:56,52,7,52,7,52,0
11:28:57,35,4,52,7,52,0
11:28:58,0,0,35,4,52,0
11:28:59,0,0,0,0,0,0
11:29:0,0,0,0,0,0,0
11:29:1,0,0,0,0,0,0
11:29:2,0,0,0,0,0,0
11:29:3,0,0,0,0,0,0
11:29:4,0,0,0,0,0,0
11:29:5,0,0,0,0,0,0
11:29:6,51,7,0,0,0,0
11:29:7,52,7,51,7,51,0
11:29:8,52,7,51,7,51,0
11:29:9,52,7,51,7,51,0
11:29:10,52,7,51,7,51,0
11:29:11,52,7,51,7,51,0
11:29:12,52,7,51,7,51,0
11:29:13,52,7,51,7,51,0
11:29:14,52,7,51,7,51,0
11:29:15,52,7,51,7,51,0
11:29:16,52,7,51,7,51,0
11:29:17,52,7,51,7,51,0
11:29:18,52,7,51,7,51,0
11:29:19,52,7,51,7,51,0
11:29:20,52,7,51,7,51,0
11:29:21,52,7,51,7,51,0
11:29:22,35,4,51,7,51,0
11:29:23,0,0,35,4,51,0
11:29:24,0,0,0,0,0,0
11:29:25,0,0,0,0,0,0
11:29:26,0,0,0,0,0,0
11:29:27,0,0,0,0,0,0
11:29:28,0,0,0,0,0,0
11:29:29,0,0,0,0,0,0
11:29:30,50,7,0,0,0,0
11:29:31,52,7,50,7,50,0
11:29:32,52,7,50,7,50,0
11:29:33,52,7,50,7,50,0
11:29:34,52,7,50,7,50,0
11:29:35,52,7,50,7,50,0
11:29:36,52,7,50,7,50,0
11:29:37,52,7,50,7,50,0
11:29:38,52,7,50,7,50,0
11:29:39,52,7,50,7,50,0
11:29:40,52,7,50,7,50,0
11:29:41,52,7,50,7,50,0
11:29:42,52,7,50,7,50,0
11:29:43,52,7,50,7,50,0
11:29:44,52,7,50,7,50,0
11:29:45,40,5,50,7,50,0
11:29:46,0,0,40,5,50,0
11:29:47,0,0,0,0,0,0
11:29:48,0,0,0,0,0,0
11:29:49,0,0,0,0,0,0
11:29:50,0,0,0,0,0,0
11:29:51,0,0,0,0,0,0
11:29:52,0,0,0,0,0,0
11:29:53,47,6,0,0,0,0
11:29:54,52,7,47,6,49,0
11:29:55,52,7,47,6,49,0
11:29:56,52,7,47,6,49,0
11:29:57,52,7,47,6,49,0
11:29:58,52,7,47,6,49,0
11:29:59,52,7,47,6,49,0
11:30:0,52,7,47,6,49,0
11:30:1,52,7,47,6,49,0
11:30:2,52,7,47,6,49,0
11:30:3,52,7,47,6,49,0
11:30:4,39,5,47,6,49,0
11:30:5,0,0,39,5,49,0
11:30:6,0,0,0,0,0,0
11:30:7,0,0,0,0,0,0
11:30:8,0,0,0,0,0,0
11:30:9,0,0,0,0,0,0
11:30:10,0,0,0,0,0,0
11:30:11,0,0,0,0,0,0
11:30:12,0,0,0,0,0,0
11:30:13,0,0,0,0,0,0
11:30:14,35,16,0,0,0,0
11:30:15,52,7,35,16,0,0
11:30:16,52,7,52,7,52,7
11:30:17,52,7,52,7,52,7
11:30:18,52,7,52,7,52,7
11:30:19,52,7,52,7,52,7
11:30:20,52,7,52,7,52,7
11:30:21,41,5,52,7,52,7
11:30:22,0,0,41,5,52,7
11:30:23,0,0,0,0,0,0
11:30:24,0,0,0,0,0,0
11:30:25,0,0,0,0,0,0
11:30:26,0,0,0,0,0,0
11:30:27,0,0,0,0,0,0
11:30:28,56,8,0,0,0,0
11:30:29,52,7,56,8,50,0
11:30:30,52,7,56,8,50,0
11:30:31,52,7,56,8,50,0
11:30:32,52,7,56,8,50,0
11:30:33,52,7,56,8,50,0
11:30:34,52,7,56,8,50,0
11:30:35,52,7,56,8,50,0
11:30:36,52,7,56,8,50,0
11:30:37,52,7,56,8,50,0
11:30:38,50,7,56,8,50,0
11:30:39,0,0,56,8,50,0
11:30:40,0,0,0,0,0,0
11:30:41,0,0,0,0,0,0
11:30:42,0,0,0,0,0,0
11:30:43,0,0,0,0,0,0
11:30:44,0,0,0,0,0,0
11:30:45,0,0,0,0,0,0
11:30:46,0,0,0,0,0,0
11:30:47,0,0,0,0,0,0
11:30:48,28,4,0,0,0,0
11:30:49,53,7,28,4,0,0
11:30:50,53,7,53,7,52,0
11:30:51,52,7,53,7,52,0
11:30:52,52,7,53,7,52,0
11:30:53,52,7,53,7,52,0
11:30:54,52,7,53,7,52,0
11:30:55,52,7,53,7,52,0
11:30:56,52,7,53,7,52,0
11:30:57,52,7,53,7,52,0
11:30:58,34,4,53,7,52,0
11:30:59,0,0,34,4,52,0
11:31:0,0,0,0,0,0,0
11:31:1,0,0,0,0,0,0
11:31:2,0,0,0,0,0,0
11:31:3,0,0,0,0,0,0
11:31:4,0,0,0,0,0,0
11:31:5,57,8,0,0,0,0
11:31:6,52,7,57,8,52,0
11:31:7,52,7,57,8,52,0
11:31:8,52,7,57,8,52,0
11:31:9,52,7,57,8,52,0
11:31:10,52,7,57,8,52,0
11:31:11,52,7,57,8,52,0
11:31:12,52,7,57,8,52,0
11:31:13,52,7,57,8,52,0
11:31:14,52,7,57,8,52,0
11:31:15,39,5,57,8,52,0
11:31:16,0,0,39,5,52,0
11:31:17,0,0,0,0,0,0
11:31:18,0,0,0,0,0,0
11:31:19,0,0,0,0,0,0
11:31:20,0,0,0,0,0,0
11:31:21,0,0,0,0,0,0
11:31:22,0,0,0,0,0,0
11:31:23,20,30,0,0,0,0
11:31:24,52,7,20,30,0,0
11:31:25,52,7,52,7,52,7
11:31:26,52,7,52,7,52,7
11:31:27,52,7,52,7,52,7
11:31:28,52,7,52,7,52,7
11:31:29,52,7,52,7,52,7
11:31:30,52,7,52,7,52,7
11:31:31,52,7,52,7,52,7
11:31:32,52,7,52,7,52,7
11:31:33,28,4,52,7,52,7
11:31:34,0,0,28,4,52,7
11:31:35,0,0,0,0,0,0
11:31:36,0,0,0,0,0,0
11:31:37,0,0,0,0,0,0
11:31:38,0,0,0,0,0,0
11:31:39,13,25,0,0,0,0
11:31:40,53,7,13,25,0,0
11:31:41,53,7,53,7,52,7
11:31:42,53,7,53,7,52,7
11:31:43,53,7,53,7,52,7
11:31:44,52,7,53,7,52,7
11:31:45,52,7,53,7,52,7
11:31:46,52,7,53,7,52,7
11:31:47,52,7,53,7,52,7
11:31:48,52,7,53,7,52,7
11:31:49,52,7,53,7,52,7
11:31:50,52,7,53,7,52,7
11:31:51,34,4,53,7,52,7
11:31:52,0,0,34,4,52,7
11:31:53,0,0,0,0,0,0
11:31:54,0,0,0,0,0,0
11:31:55,0,0,0,0,0,0
11:31:56,0,0,0,0,0,0
11:31:57,0,0,0,0,0,0
11:31:58,0,0,0,0,0,0
11:31:59,0,0,0,0,0,0
11:32:0,0,0,0,0,0,0
11:32:1,0,0,0,0,0,0
11:32:2,0,0,0,0,0,0
11:32:3,0,0,0,0,0,0
11:32:4,0,0,0,0,0,0
11:32:5,0,0,0,0,0,0
11:32:6,0,0,0,0,0,0
11:32:7,48,6,0,0,0,0
11:32:8,52,7,48,6,49,0
11:32:9,52,7,48,6,49,0
11:32:10,52,7,48,6,49,0
11:32:11,52,7,48,6,49,0
11:32:12,52,7,48,6,49,0
11:32:13,52,7,48,6,49,0
11:32:14,52,7,48,6,49,0
11:32:15,52,7,48,6,49,0
11:32:16,52,7,48,6,49,0
11:32:17,52,7,48,6,49,0
11:32:18,52,7,48,6,49,0
11:32:19,28,5,48,6,49,0
11:32:20,0,0,28,5,49,0
11:32:21,0,0,0,0,0,35
11:32:22,0,0,0,0,0,35
11:32:23,0,0,0,0,0,35
11:32:24,0,0,0,0,0,35
11:32:25,0,0,0,0,0,35
11:32:26,0,0,0,0,0,35
11:32:27,0,0,0,0,0,35
11:32:28,0,0,0,0,0,35
11:32:29,2,35,0,0,0,35
11:32:30,53,7,2,35,0,35
11:32:31,53,7,53,7,52,7
11:32:32,52,7,53,7,52,7
11:32:33,52,7,53,7,52,7
11:32:34,52,7,53,7,52,7
11:32:35,52,7,53,7,52,7
11:32:36,52,7,53,7,52,7
11:32:37,52,7,53,7,52,7
11:32:38,45,6,53,7,52,7
11:32:39,0,0,45,6,52,7
11:32:40,0,0,0,0,0,0
11:32:41,0,0,0,0,0,0
11:32:42,0,0,0,0,0,0
11:32:43,0,0,0,0,0,0
11:32:44,0,0,0,0,0,0
11:32:45,0,0,0,0,0,0
11:32:46,0,0,0,0,0,0
11:32:47,0,0,0,0,0,0
